criteria_mode,spec,qid,replicate,question,p
empty,nested_time,short,49,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.08
empty,nested_time,long,49,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
omitted,complement,yes,65,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
omitted,complement,no,65,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.92
empty,nested_threshold,lower,68,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
empty,nested_threshold,higher,68,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
omitted,nested_threshold,lower,36,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
omitted,nested_threshold,higher,36,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.02
empty,complement,yes,6,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
empty,complement,no,6,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.83
paired,nested_threshold,lower,55,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.13
paired,nested_threshold,higher,55,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
empty,complement,yes,39,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
empty,complement,no,39,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.82
omitted,nested_threshold,lower,81,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.09
omitted,nested_threshold,higher,81,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.02
omitted,complement,yes,28,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.09
omitted,complement,no,28,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.92
empty,partition,above,47,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.19
empty,partition,not_above,47,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.7
paired,joint_bounds,one,100,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.19
paired,joint_bounds,ten,100,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.04
paired,joint_bounds,both,100,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.07
paired,joint_bounds,one,48,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.19
paired,joint_bounds,ten,48,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.05
paired,joint_bounds,both,48,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.06
empty,partition,above,90,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.18
empty,partition,not_above,90,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.71
omitted,partition,above,21,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.24
omitted,partition,not_above,21,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.75
omitted,complement,yes,11,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.09
omitted,complement,no,11,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.92
paired,complement,yes,70,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.19
paired,complement,no,70,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.77
omitted,complement,yes,39,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
omitted,complement,no,39,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.92
empty,nested_threshold,lower,5,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
empty,nested_threshold,higher,5,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
paired,complement,yes,23,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.21
paired,complement,no,23,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.78
empty,joint_bounds,one,94,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
empty,joint_bounds,ten,94,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.04
empty,joint_bounds,both,94,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.06
omitted,nested_threshold,lower,95,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
omitted,nested_threshold,higher,95,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.02
paired,partition,above,100,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.22
paired,partition,not_above,100,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.74
omitted,complement,yes,43,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.09
omitted,complement,no,43,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.92
paired,joint_bounds,one,36,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.2
paired,joint_bounds,ten,36,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.04
paired,joint_bounds,both,36,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.07
omitted,partition,above,1,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.23
omitted,partition,not_above,1,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.77
paired,joint_bounds,one,39,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.19
paired,joint_bounds,ten,39,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.04
paired,joint_bounds,both,39,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.07
omitted,partition,above,5,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.22
omitted,partition,not_above,5,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.76
omitted,joint_bounds,one,17,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
omitted,joint_bounds,ten,17,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.03
omitted,joint_bounds,both,17,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.04
paired,partition,above,67,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.23
paired,partition,not_above,67,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.75
omitted,joint_bounds,one,16,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
omitted,joint_bounds,ten,16,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.03
omitted,joint_bounds,both,16,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.03
empty,nested_time,short,73,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.06
empty,nested_time,long,73,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
paired,nested_time,short,78,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.06
paired,nested_time,long,78,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
empty,nested_threshold,lower,3,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
empty,nested_threshold,higher,3,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
omitted,nested_time,short,34,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.05
omitted,nested_time,long,34,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
omitted,nested_threshold,lower,71,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.09
omitted,nested_threshold,higher,71,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
omitted,nested_time,short,18,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.05
omitted,nested_time,long,18,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
omitted,partition,above,30,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.21
omitted,partition,not_above,30,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.77
paired,partition,above,53,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.22
paired,partition,not_above,53,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.72
omitted,partition,above,15,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.23
omitted,partition,not_above,15,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.76
omitted,nested_threshold,lower,63,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
omitted,nested_threshold,higher,63,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
empty,joint_bounds,one,40,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
empty,joint_bounds,ten,40,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.03
empty,joint_bounds,both,40,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.07
paired,complement,yes,50,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.2
paired,complement,no,50,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.75
paired,complement,yes,88,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.2
paired,complement,no,88,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.77
paired,complement,yes,22,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.21
paired,complement,no,22,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.77
empty,joint_bounds,one,88,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
empty,joint_bounds,ten,88,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.03
empty,joint_bounds,both,88,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.06
paired,partition,above,14,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.23
paired,partition,not_above,14,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.73
paired,nested_threshold,lower,21,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
paired,nested_threshold,higher,21,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
empty,nested_threshold,lower,31,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
empty,nested_threshold,higher,31,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
empty,partition,above,51,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.19
empty,partition,not_above,51,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.71
empty,nested_time,short,9,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.07
empty,nested_time,long,9,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.13
paired,partition,above,3,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.23
paired,partition,not_above,3,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.75
empty,nested_time,short,96,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.06
empty,nested_time,long,96,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
omitted,joint_bounds,one,87,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
omitted,joint_bounds,ten,87,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.03
omitted,joint_bounds,both,87,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.04
omitted,nested_time,short,66,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.05
omitted,nested_time,long,66,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
omitted,partition,above,38,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.22
omitted,partition,not_above,38,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.78
omitted,partition,above,46,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.2
omitted,partition,not_above,46,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.76
paired,partition,above,42,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.22
paired,partition,not_above,42,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.76
empty,partition,above,57,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.19
empty,partition,not_above,57,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.7
paired,nested_threshold,lower,1,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
paired,nested_threshold,higher,1,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
paired,complement,yes,43,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.21
paired,complement,no,43,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.78
omitted,joint_bounds,one,89,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.09
omitted,joint_bounds,ten,89,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.03
omitted,joint_bounds,both,89,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.03
omitted,nested_time,short,59,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.05
omitted,nested_time,long,59,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
paired,partition,above,60,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.23
paired,partition,not_above,60,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.72
paired,nested_time,short,94,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.06
paired,nested_time,long,94,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
paired,complement,yes,36,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.19
paired,complement,no,36,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.77
empty,nested_threshold,lower,25,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
empty,nested_threshold,higher,25,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
paired,joint_bounds,one,32,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.2
paired,joint_bounds,ten,32,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.05
paired,joint_bounds,both,32,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.06
paired,nested_time,short,36,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.05
paired,nested_time,long,36,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
omitted,nested_time,short,61,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.04
omitted,nested_time,long,61,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
empty,partition,above,100,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.18
empty,partition,not_above,100,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.7
empty,nested_threshold,lower,8,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
empty,nested_threshold,higher,8,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
paired,complement,yes,84,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.21
paired,complement,no,84,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.78
paired,nested_time,short,31,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.07
paired,nested_time,long,31,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.14
omitted,complement,yes,40,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
omitted,complement,no,40,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.92
empty,joint_bounds,one,8,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
empty,joint_bounds,ten,8,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.03
empty,joint_bounds,both,8,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.06
omitted,joint_bounds,one,52,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.13
omitted,joint_bounds,ten,52,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.03
omitted,joint_bounds,both,52,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.04
empty,nested_threshold,lower,26,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
empty,nested_threshold,higher,26,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
empty,nested_time,short,18,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.06
empty,nested_time,long,18,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
empty,partition,above,71,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.23
empty,partition,not_above,71,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.7
omitted,nested_time,short,32,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.05
omitted,nested_time,long,32,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
empty,partition,above,99,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.2
